time,place,magnitude,latitude,longitude,province
2024-08-21 07:35:29.390,"14 km SW of Eresós, Greece",3.9,39.0838,25.8051,
2024-08-20 00:57:41.872,"6 km E of Kırıkhan, Turkey",3.7,36.503,36.428,Hatay
2024-08-18 18:15:19.934,"9 km ESE of Karlıova, Turkey",4.1,39.2699,41.1155,Bingöl
2024-08-16 10:15:36.916,"5 km NNW of As Salamīyah, Syria",4.8,35.0598,37.0338,
2024-08-13 00:28:38.706,"14 km N of As Salamīyah, Syria",4.5,35.1423,37.0649,
2024-08-12 20:55:59.916,"12 km NNW of As Salamīyah, Syria",5.2,35.1208,37.0152,
2024-08-09 08:51:53.810,"51 km WSW of Kalkan, Turkey",4.0,36.01,28.9306,
2024-08-07 02:33:13.684,"19 km SSE of Feke, Turkey",4.4,37.6409,35.9583,Adana
2024-08-07 02:32:28.049,"16 km SSE of Feke, Turkey",4.6,37.6729,35.9527,Adana
2024-08-01 02:52:14.027,"7 km N of Çelikhan, Turkey",4.2,38.0944,38.2356,Adıyaman
2024-07-28 15:13:05.723,"4 km WNW of Serinyol, Turkey",4.3,36.372,36.1634,Hatay
2024-07-26 15:27:18.637,"3 km SE of Karlıova, Turkey",4.3,39.2646,41.0342,Bingöl
2024-07-25 23:59:35.103,"11 km ESE of Archángelos, Greece",4.0,36.1746,28.231,
2024-07-22 14:39:22.358,"8 km NNW of Ayvacık, Turkey",4.5,39.6736,26.3745,Çanakkale
2024-07-21 02:55:09.677,"13 km NE of Aladağ, Turkey",4.2,37.6227,35.5156,Adana
2024-07-18 15:40:51.825,"1 km SSW of Hovtashen, Armenia",3.4,40.0097,44.4433,
2024-07-14 07:03:48.878,"12 km NW of Denizciler, Turkey",4.1,36.7289,36.134,
2024-07-12 20:19:46.578,"21 km NW of Van, Turkey",4.2,38.6492,43.2327,Van
2024-07-11 03:24:43.856,"2 km SSE of Afyonkarahisar, Turkey",4.3,38.734,30.5589,Afyon
2024-07-10 09:54:32.830,"13 km WSW of Yeşilyurt, Turkey",4.3,38.2274,38.1114,Malatya
2024-07-09 21:41:04.742,"12 km WSW of Yeşilyurt, Turkey",4.1,38.2481,38.1166,Malatya
2024-07-09 09:11:51.214,"16 km SSW of İçmeler, Turkey",4.5,36.6658,28.1421,Muğla
2024-06-26 20:37:14.137,"10 km NW of Mersin, Turkey",3.9,36.8655,34.5394,Mersin
2024-06-24 22:36:44.501,"11 km NNW of Soma, Turkey",4.7,39.277,27.5361,Manisa
2024-06-20 01:19:54.853,"9 km NW of Tekirova, Turkey",2.6,36.562,30.445,Antalya
2024-06-16 17:24:52.079,"19 km NNW of Doğanşehir, Turkey",4.4,38.2446,37.7652,Kahramanmaraş
2024-06-12 19:19:10.899,"14 km SSW of Lárdos, Greece",4.7,35.9745,27.9542,
2024-06-09 03:31:58.574,"10 km WSW of Göksun, Turkey",4.1,37.9991,36.3821,Kahramanmaraş
2024-06-06 10:47:50.231,"3 km ENE of Çelikhan, Turkey",4.0,38.0453,38.2744,Adıyaman
2024-06-05 07:37:49.876,"15 km WSW of Uzunbağ, Turkey",4.1,36.105,35.8681,
2024-05-31 02:32:05.216,"16 km NNW of Andırın, Turkey",4.2,37.722,36.3135,Adana
2024-05-30 23:41:52.686,"31 km S of Mandráki, Greece",4.0,36.326,27.1272,
2024-05-30 19:27:18.729,"0 km SSE of Jrashen, Armenia",3.6,40.0456,44.5163,
2024-05-26 21:38:19.076,"26 km S of Selimpaşa, Turkey",3.3,40.8178,28.3083,
2024-05-26 15:15:12.095,"6 km ENE of Kéfalos, Greece",4.5,36.7746,27.0205,
2024-05-23 14:57:40.784,"20 km SSE of Gümüşhacıköy, Turkey",4.3,40.713,35.329,Amasya
2024-05-15 04:57:55.895,"14 km WSW of Polichnítos, Greece",4.2,39.0207,26.0308,
2024-05-02 20:57:29.732,"9 km SSW of Sivrice, Turkey",3.9,38.3585,39.2847,Diyarbakır
2024-04-28 21:33:28.934,"17 km E of Altınyayla, Turkey",4.2,36.983,29.7471,Burdur
2024-04-26 22:30:39.337,"18 km ENE of Otlukbeli, Turkey",4.1,40.0111,40.2297,Erzincan
2024-04-22 19:26:29.537,"64 km SE of Lárdos, Greece",4.4,35.687,28.5293,
2024-04-21 12:03:34.169,"17 km NNW of Yeşilyurt, Turkey",4.1,40.4775,36.271,Tokat
2024-04-19 08:02:20.862,"8 km NW of Kokkári, Greece",4.3,37.8395,26.8394,
2024-04-18 21:09:55.150,"7 km NW of Sulusaray, Turkey",4.1,40.0443,36.0225,Tokat
2024-04-18 19:31:44.706,"4 km NNW of Sulusaray, Turkey",4.2,40.0317,36.0534,Tokat
2024-04-18 18:43:29.996,"2 km N of Sulusaray, Turkey",4.2,40.0152,36.085,Tokat
2024-04-18 15:11:25.596,"11 km W of Sulusaray, Turkey",5.6,39.9894,35.9451,Yozgat
2024-04-17 23:35:46.809,"11 km WNW of Sulusaray, Turkey",4.1,40.0485,35.9644,Tokat
2024-04-17 22:07:00.002,"11 km WNW of Sulusaray, Turkey",4.6,40.018,35.9571,Yozgat
2024-04-17 20:43:16.788,"26 km SSW of Kale, Turkey",4.2,37.2136,28.753,Muğla
2024-04-16 21:09:50.964,"6 km NW of Sincik, Turkey",4.3,38.0834,38.5693,Adıyaman
2024-04-12 05:44:28.329,"17 km NNW of Sincik, Turkey",4.2,38.1804,38.5248,Adıyaman
2024-04-09 11:13:39.712,"19 km NNW of Sincik, Turkey",4.3,38.1969,38.5312,Adıyaman
2024-04-03 19:58:15.172,"65 km N of Eloúnda, Greece",4.1,35.8444,25.8374,
2024-04-03 07:48:15.666,"19 km ENE of Nurhak, Turkey",4.3,38.0086,37.6577,Kahramanmaraş
2024-04-02 13:33:41.383,"22 km SW of Sými, Greece",4.2,36.4947,27.6382,
2024-03-30 00:25:05.321,"3 km E of Sivrice, Turkey",4.7,38.4393,39.3542,Elazığ
2024-03-25 02:04:43.841,"28 km NNE of Göcek, Turkey",4.0,36.9998,29.0445,Muğla
2024-03-11 00:10:17.910,"26 km N of Samsun, Turkey",4.3,41.5217,36.308,
2024-03-10 13:55:57.564,"16 km S of Finike, Turkey",4.8,36.1454,30.1252,
2024-03-08 04:27:12.119,"13 km E of Ródos, Greece",4.7,36.4248,28.3727,
2024-03-05 13:17:51.500,"32 km SE of Karpathos, Greece",4.3,35.3122,27.4777,
2024-03-04 18:38:56.100,"21 km NE of Hamdibey, Turkey",4.3,39.9697,27.4459,Çanakkale
2024-03-04 08:26:04.345,"22 km E of Elbistan, Turkey",4.4,38.1973,37.4552,Kahramanmaraş
2024-03-03 14:43:56.174,"14 km E of Nurhak, Turkey",4.2,37.9712,37.5996,Kahramanmaraş
2024-03-03 03:20:45.403,"7 km WSW of Sincik, Turkey",4.2,38.0022,38.5391,Adıyaman
2024-02-29 19:27:50.258,"71 km SE of Lárdos, Greece",4.0,35.6483,28.5929,
2024-02-27 13:09:54.957,"23 km WNW of Biga, Turkey",4.2,40.2968,26.9768,Çanakkale
2024-02-19 09:23:23.798,"15 km SW of Doğanşehir, Turkey",4.0,37.9953,37.7293,Malatya
2024-02-19 01:25:41.295,"51 km SE of Karpathos, Greece",4.2,35.1539,27.5765,
2024-02-17 18:57:32.398,"20 km WSW of Darende, Turkey",4.3,38.4922,37.2808,Malatya
2024-02-16 03:54:08.836,"24 km NW of Doğanşehir, Turkey",4.4,38.2269,37.6572,Kahramanmaraş
2024-02-14 08:56:43.285,"8 km SSW of Yayladağı, Turkey",4.2,35.8327,36.0287,
2024-02-11 15:19:40.550,"15 km S of Akçadağ, Turkey",3.3,38.2021,37.9922,Malatya
2024-02-11 04:36:31.898,"33 km ENE of Çukurca, Turkey",4.4,37.3176,43.9832,Hakkari
2024-02-08 23:56:55.185,"37 km ESE of Ródos, Greece",4.1,36.334,28.6225,
2024-02-03 03:09:29.213,"29 km ENE of Çukurca, Turkey",4.3,37.3233,43.9311,Hakkari
2024-01-27 05:19:19.465,"4 km S of Özdere, Turkey",5.1,37.9756,27.1182,
2024-01-27 03:17:35.860,"16 km NNW of Mudanya, Turkey",3.0,40.5159,28.8116,Yalova
2024-01-25 22:01:50.075,"12 km E of Feke, Turkey",4.3,37.822,36.0555,Adana
2024-01-25 13:04:06.941,"19 km WNW of Sincik, Turkey",5.0,38.1238,38.4224,Adıyaman
2024-01-23 20:04:45.719,"73 km SE of Beykonak, Turkey",4.2,35.8484,30.8668,
2024-01-22 04:53:29.054,"15 km ESE of Özalp, Turkey",4.0,38.6139,44.161,Van
2024-01-19 22:27:36.973,"11 km NNE of Gürün, Turkey",4.3,38.82,37.303,Sivas
2024-01-18 20:37:24.114,"15 km NE of Çelikhan, Turkey",4.1,38.1052,38.3765,Adıyaman
2024-01-18 06:05:36.860,"16 km NNE of Aladağ, Turkey",4.1,37.6914,35.4628,Adana
2024-01-10 21:40:22.817,"22 km SW of Sými, Greece",4.3,36.4993,27.6267,
2024-01-10 19:38:43.336,"7 km W of Uzunbağ, Turkey",4.2,36.1511,35.9488,Hatay
2024-01-09 21:34:32.352,"12 km NW of Mecitözü, Turkey",4.4,40.5841,35.1796,Çorum
2024-01-09 19:20:12.924,"7 km W of Nurhak, Turkey",4.0,37.9544,37.3581,Kahramanmaraş
2024-01-09 09:14:59.382,"17 km SE of Saimbeyli, Turkey",4.5,37.8806,36.2369,Adana
2024-01-08 13:19:13.694,"26 km W of Doğanyol, Turkey",4.3,38.2618,38.7351,Malatya
2023-12-31 17:06:05.628,"30 km SE of Hakkâri, Turkey",4.4,37.3763,43.9859,Hakkari
2023-12-31 16:37:53.833,"32 km ENE of Çukurca, Turkey",4.4,37.329,43.9618,Hakkari
2023-12-30 13:26:25.766,"8 km N of Doğanyol, Turkey",4.2,38.3805,39.0214,Elazığ
2023-12-28 10:40:34.887,"17 km E of Faliraki, Greece",4.2,36.3336,28.3997,
2023-12-28 09:34:06.950,"17 km SSE of Akçadağ, Turkey",4.6,38.1995,38.0744,Malatya
2023-12-27 13:04:12.459,"19 km NNE of Ilgaz, Turkey",4.9,41.0715,33.7513,Kastamonu
2023-12-27 07:55:13.557,"19 km E of Nurhak, Turkey",4.1,37.992,37.6592,Kahramanmaraş
2023-12-24 13:07:17.130,"22 km N of Göcek, Turkey",4.1,36.9512,28.9794,Muğla
2023-12-22 05:12:46.894,"31 km WNW of Émponas, Greece",4.2,36.346,27.5437,
2023-12-21 18:24:33.559,"1 km NNW of Anayazı, Turkey",4.2,36.3343,36.1845,Hatay
2023-12-17 22:15:51.820,"25 km NW of Erzincan, Turkey",4.2,39.9108,39.2903,Erzincan
2023-12-17 20:53:53.586,"10 km NNW of Çınarcık, Turkey",4.2,40.73,29.0587,
2023-12-14 22:32:58.929,"2 km SSW of Toygarlı, Turkey",4.6,36.1922,36.0589,Hatay
2023-12-13 00:36:10.009,"7 km S of Nurdağı, Turkey",4.1,37.1005,36.7291,Gaziantep
2023-12-04 07:42:20.496,"7 km NNW of Mudanya, Turkey",5.1,40.4371,28.848,
2023-12-01 00:18:50.121,"23 km SSE of Darende, Turkey",4.5,38.3501,37.6095,Kahramanmaraş
2023-11-23 14:49:57.542,"13 km NNW of Sincik, Turkey",4.7,38.1529,38.5763,Adıyaman
2023-11-23 14:46:09.122,"7 km NW of Sincik, Turkey",5.3,38.0841,38.552,Adıyaman
2023-11-20 07:36:05.347,"19 km NE of Sincik, Turkey",4.5,38.1772,38.749,Malatya
2023-11-20 00:55:05.194,"12 km SE of Göksun, Turkey",4.1,37.9535,36.6096,Kahramanmaraş
2023-11-17 13:19:30.517,"22 km NW of Émponas, Greece",4.2,36.3438,27.6584,
2023-11-13 14:58:06.621,"25 km SW of Sharur City, Azerbaijan",4.3,39.4045,44.7473,
2023-11-13 05:28:28.276,"23 km SSW of Başmakçı, Turkey",4.3,37.6939,29.9412,Burdur
2023-11-11 09:05:32.446,"31 km SSW of Mahmutlar, Turkey",4.2,36.2482,31.915,
2023-11-11 01:55:53.074,"6 km ESE of Kálymnos, Greece",4.2,36.9197,27.047,
2023-11-09 02:32:14.592,"12 km NNE of Kırıkhan, Turkey",4.6,36.5969,36.4173,Hatay
2023-11-08 12:39:41.852,"6 km SSE of Korkuteli, Turkey",4.4,37.0154,30.2291,Antalya
2023-11-07 20:05:47.791,"10 km SSW of Marmara, Turkey",4.1,40.4965,27.5314,
2023-11-03 03:55:41.428,"13 km SE of Karpathos, Greece",4.5,35.4311,27.3356,
2023-10-30 16:25:48.953,"12 km W of Göksun, Turkey",4.4,38.0188,36.3493,Kahramanmaraş
2023-10-26 07:24:22.670,"37 km ESE of Palekastro, Greece",4.3,35.0916,26.6487,
2023-10-26 07:18:43.147,"41 km ESE of Palekastro, Greece",4.3,35.0652,26.6837,
2023-10-25 06:09:48.216,"82 km WNW of Pólis, Cyprus",4.1,35.373,31.6216,
2023-10-24 00:39:33.435,"14 km NNE of Sincik, Turkey",4.3,38.1561,38.6903,Malatya
2023-10-18 12:55:25.008,"1 km S of Bayındır, Turkey",4.2,38.2054,27.6496,İzmir
2023-10-16 11:51:01.297,"25 km SW of Göksun, Turkey",4.4,37.843,36.3173,Adana
2023-10-14 22:31:55.528,"6 km W of Pazarcık, Turkey",4.1,37.4969,37.232,Kahramanmaraş
2023-10-14 14:07:11.266,"20 km NNE of Bolu, Turkey",4.6,40.9045,31.7104,Bolu
2023-10-12 11:04:04.453,"19 km SSE of Erciş, Turkey",4.5,38.8669,43.4631,Van
2023-10-09 06:28:54.308,"7 km WSW of Yeşilyurt, Turkey",4.3,38.2782,38.1622,Malatya
2023-10-07 22:01:48.704,"12 km SW of Çelikhan, Turkey",4.3,37.9536,38.1279,Malatya
2023-10-05 15:23:19.711,"22 km SSE of Göksun, Turkey",4.4,37.8482,36.6379,Kahramanmaraş
2023-10-04 07:58:15.207,"12 km NNW of Yayladağı, Turkey",4.1,36.0004,35.9839,Hatay
2023-09-30 09:38:52.790,"4 km E of Kálymnos, Greece",4.1,36.9464,27.0389,
2023-09-26 01:18:54.098,"17 km SSE of Erbaa, Turkey",4.3,40.5347,36.6845,Tokat
2023-09-23 08:22:21.869,"18 km SW of Göksun, Turkey",4.5,37.8997,36.359,Kahramanmaraş
2023-09-10 21:43:49.198,"20 km NNE of Ţūz Khūrmātū, Iraq",4.7,35.0542,44.7295,
2023-09-04 05:26:08.479,"8 km SSW of Özdere, Turkey",4.4,37.9532,27.0764,
2023-08-29 04:58:15.359,"19 km SW of Kulu, Turkey",4.8,38.967,32.9223,Konya
2023-08-27 03:09:43.189,"11 km NNW of Émponas, Greece",4.4,36.3227,27.8094,
2023-08-24 05:35:24.510,"Malatya, Turkey",4.8,38.2125,38.1815,Malatya
2023-08-23 08:19:30.441,"24 km E of Yayladere, Turkey",4.3,39.253,40.3487,Bingöl
2023-08-22 10:17:34.796,"15 km ESE of Sariz, Turkey",4.7,38.4319,36.6586,Kahramanmaraş
2023-08-21 15:45:57.264,"10 km SW of İçmeler, Turkey",4.3,36.7359,28.1337,Muğla
2023-08-20 07:05:54.368,"7 km SW of Göksun, Turkey",4.4,37.9856,36.4304,Kahramanmaraş
2023-08-16 14:36:59.603,"10 km NNE of Aladağ, Turkey",4.7,37.6374,35.4222,Adana
2023-08-12 13:39:16.290,"3 km WSW of Yeşilyurt, Turkey",4.7,38.2878,38.2075,Malatya
2023-08-12 09:42:49.454,"18 km SE of Saimbeyli, Turkey",3.3,37.8939,36.2631,Adana
2023-08-11 16:24:02.322,Turkey-Syria border region,3.3,36.8127,36.8093,Kilis
2023-08-11 01:55:29.268,"6 km NW of Karlıova, Turkey",4.2,39.3387,40.9565,Bingöl
2023-08-10 17:48:01.234,"5 km SW of Yeşilyurt, Turkey",5.2,38.2665,38.2011,Malatya
2023-08-10 13:16:06.518,Cyprus region,4.8,35.7902,31.3781,
2023-08-10 12:25:54.259,eastern Turkey,4.3,38.5196,40.3602,Bingöl
2023-08-09 17:01:46.862,"19 km NW of Sincik, Turkey",4.2,38.1363,38.4248,Adıyaman
2023-08-07 08:09:24.221,"8 km SW of Büyükçat, Turkey",4.3,36.0569,36.018,Hatay
2023-08-04 06:18:33.592,"52 km SSW of Side, Turkey",4.1,36.3607,31.0965,
2023-08-03 04:56:18.057,"16 km NNE of Sincik, Turkey",4.2,38.1855,38.6542,Malatya
2023-08-01 18:37:05.398,eastern Turkey,4.1,40.4059,42.2324,Erzurum
2023-08-01 15:06:52.523,"28 km NNE of Konya, Turkey",4.8,38.0881,32.6486,Konya
2023-07-25 07:57:56.125,"23 km SSE of Feke, Turkey",4.4,37.6148,36.0103,Adana
2023-07-25 05:44:51.283,"18 km NE of Kozan, Turkey",5.5,37.5794,35.9482,Adana
2023-07-23 10:48:38.954,"5 km SW of Elbistan, Turkey",4.1,38.1644,37.162,Kahramanmaraş
2023-07-22 10:37:12.275,"22 km SE of Saimbeyli, Turkey",4.2,37.8683,36.2978,Adana
2023-07-22 02:43:34.931,"9 km E of Akçadağ, Turkey",3.5,38.3473,38.0806,Malatya
2023-07-18 00:27:22.514,eastern Turkey,4.1,39.7703,41.9078,Erzurum
2023-07-11 09:52:18.835,"Aegean, Greece",3.4,39.3804,26.2468,
2023-07-09 02:27:36.163,Central Turkey,3.5,38.0,36.3643,Kahramanmaraş
2023-07-01 01:00:07.846,Central Turkey,4.3,38.0471,36.572,Kahramanmaraş
2023-06-29 13:34:44.559,"7 km ENE of Ekinözü, Turkey",4.2,38.0788,37.2715,Kahramanmaraş
2023-06-29 05:28:08.743,"17 km WSW of Göksun, Turkey",4.3,37.9845,36.298,Adana
2023-06-27 12:40:08.287,"11 km WNW of Sivrice, Turkey",4.2,38.5003,39.1965,Elazığ
2023-06-26 06:41:30.222,"17 km SW of Çukurca, Turkey",4.3,37.1215,43.492,
2023-06-22 05:21:04.184,"16 km NE of Çelikhan, Turkey",4.0,38.1122,38.3939,Adıyaman
2023-06-19 18:31:31.446,Central Turkey,4.4,37.9955,36.5699,Kahramanmaraş
2023-06-19 10:15:39.956,"46 km ENE of Özalp, Turkey",4.2,38.8398,44.4737,
2023-06-19 00:30:18.898,"14 km ENE of Doğanşehir, Turkey",4.1,38.1399,38.0173,Malatya
2023-06-18 20:59:23.441,"22 km SE of Saimbeyli, Turkey",4.2,37.841,36.2621,Adana
2023-06-18 15:36:29.912,"17 km N of Sincik, Turkey",4.4,38.19,38.5957,Adıyaman
2023-06-17 22:02:56.115,"16 km SE of Çağlayancerit, Turkey",4.3,37.6295,37.4085,Kahramanmaraş
2023-06-16 09:54:55.096,"27 km ESE of Adilcevaz, Turkey",4.3,38.667,42.996,Bitlis
2023-06-11 07:41:05.327,"21 km NNW of Ilıca, Turkey",4.3,40.1178,40.985,Erzurum
2023-06-11 04:42:01.972,"10 km SW of Kuşadası, Turkey",4.0,37.7894,27.186,
2023-06-08 03:38:42.693,"22 km N of Andırın, Turkey",4.3,37.7829,36.3231,Adana
2023-06-05 16:40:47.905,Central Turkey,4.5,37.9672,36.5784,Kahramanmaraş
2023-06-03 15:07:28.924,Central Turkey,4.1,39.4591,37.0948,Sivas
2023-05-25 15:02:06.431,"6 km NNW of Sincik, Turkey",4.0,38.0916,38.5909,Adıyaman
2023-05-25 07:21:31.352,"20 km NW of Latakia, Syria",4.1,35.6694,35.6427,
2023-05-23 01:12:47.168,"17 km WSW of Göksun, Turkey",4.0,37.9429,36.3225,Adana
2023-05-22 16:42:58.241,"18 km SE of Saimbeyli, Turkey",4.3,37.8904,36.2608,Adana
2023-05-22 16:06:58.948,"16 km ESE of Saimbeyli, Turkey",4.4,37.9346,36.2708,Adana
2023-05-22 04:51:19.153,"39 km SSW of Side, Turkey",4.1,36.4601,31.1573,
2023-05-21 20:16:21.945,"16 km ESE of Saimbeyli, Turkey",4.1,37.9176,36.2543,Adana
2023-05-21 12:46:13.460,"15 km ESE of Saimbeyli, Turkey",4.9,37.9246,36.2523,Adana
2023-05-19 08:23:37.141,Central Turkey,4.0,38.3533,37.7687,Malatya
2023-05-14 12:06:08.766,"12 km SE of Saimbeyli, Turkey",4.1,37.9018,36.1797,Adana
2023-05-12 08:36:25.640,Central Turkey,4.2,37.8832,36.231,Adana
2023-05-12 08:33:21.858,"18 km SE of Saimbeyli, Turkey",4.5,37.8784,36.2491,Adana
2023-05-09 23:14:51.146,"11 km NW of Kulu, Turkey",4.1,39.1821,32.9989,Ankara
2023-05-09 15:22:07.472,"30 km WSW of Ölüdeniz, Turkey",4.3,36.4169,28.8622,
2023-05-09 03:52:17.014,"55 km E of As Salamīyah, Syria",4.4,35.0003,37.6611,
2023-05-08 20:20:34.789,eastern Turkey,4.5,38.0217,38.4005,Adıyaman
2023-05-07 08:36:08.971,"0 km SSE of Serinyol, Turkey",4.7,36.3545,36.2183,Hatay
2023-05-06 12:29:27.020,Central Turkey,4.2,37.8443,36.564,Kahramanmaraş
2023-05-05 14:52:29.643,"18 km SW of Göksun, Turkey",4.8,37.9221,36.3313,Kahramanmaraş
2023-05-04 01:50:01.109,"29 km NNW of Eceabat, Turkey",4.2,40.4326,26.2194,
2023-05-03 17:22:16.031,"12 km ENE of Göksun, Turkey",4.2,38.0547,36.6366,Kahramanmaraş
2023-05-03 17:16:38.697,"K. Maras, Turkey",4.9,38.0541,36.5563,Kahramanmaraş
2023-05-03 06:20:54.241,"18 km E of Aladağ, Turkey",4.4,37.5767,35.6059,Adana
2023-05-01 21:36:01.096,eastern Turkey,4.2,38.1582,38.5532,Adıyaman
2023-04-30 13:01:28.103,"22 km W of Akçadağ, Turkey",4.2,38.3303,37.7144,Kahramanmaraş
2023-04-29 01:55:48.680,"10 km NNW of Göksun, Turkey",4.6,38.1021,36.4431,Kahramanmaraş
2023-04-28 05:15:44.377,"3 km WSW of Büyükçat, Turkey",4.1,36.1028,36.0439,Hatay
2023-04-27 15:33:45.536,Central Turkey,4.2,38.7636,37.134,Sivas
2023-04-26 20:00:34.782,"13 km SSW of Astyp?laia, Greece",5.1,36.4294,26.3159,
2023-04-26 15:31:05.471,"5 km WSW of Göksun, Turkey",4.3,38.0104,36.4372,Kahramanmaraş
2023-04-26 04:48:32.480,"17 km SSW of Göksun, Turkey",4.2,37.8831,36.4031,Kahramanmaraş
2023-04-25 22:14:08.550,"11 km ESE of Ekinözü, Turkey",4.0,38.0275,37.3069,Kahramanmaraş
2023-04-23 03:40:07.076,Western Turkey,4.1,37.0767,28.4647,Muğla
2023-04-22 20:38:19.755,Western Turkey,4.2,37.065,28.4103,Muğla
2023-04-20 22:14:42.413,"6 km W of Batikent, Turkey",2.6,39.9668,32.6543,Ankara
2023-04-19 22:44:08.665,"13 km WSW of Sivrice, Turkey",4.4,38.4076,39.161,Elazığ
2023-04-17 06:39:08.540,"18 km NNE of Sincik, Turkey",4.0,38.1965,38.6816,Malatya
2023-04-16 22:55:57.458,"22 km ENE of Göksun, Turkey",4.0,38.0743,36.7493,Kahramanmaraş
2023-04-15 21:51:02.286,Central Turkey,4.1,37.6037,37.1654,Kahramanmaraş
