time,place,magnitude,latitude,longitude,depth_km
2020-12-30 17:49:27.820,"94 km SSE of Sand Point, Alaska",2.0,54.6108,-159.7246,22.5
2020-12-30 17:45:57.540,"40km NNE of Toms Place, CA",2.65,37.9055,-118.5513333,2.34
2020-12-30 17:45:04.400,"9 km E of P?hala, Hawaii",2.3,19.2153339385986,-155.385162353516,31.2399997711182
2020-12-30 17:40:45.660,"2 km S of Ravensdale, Washington",1.34,47.331,-121.984,19.6
2020-12-30 17:37:45.350,"8 km ENE of P?hala, Hawaii",2.20000005,19.2266674041748,-155.397338867188,33.7200012207031
2020-12-30 17:31:56.240,"2 km S of Ravensdale, Washington",3.21,47.3335,-121.988333333333,20.11
2020-12-30 17:30:14.803,"49 km WNW of Nanwalek, Alaska",1.7,59.4613,-152.7707,80.1
2020-12-30 17:22:14.610,"19km ESE of Little Lake, CA",1.37,35.8898333,-117.7056667,8.36
2020-12-30 17:13:31.620,"44 km NNW of Stanley, Idaho",1.62,44.556,-115.2255,6.14
2020-12-30 17:06:06.927,"75 km W of Petersville, Alaska",1.0,62.6296,-152.2078,7.0
2020-12-30 16:58:31.842,"122 km SSE of Sand Point, Alaska",2.1,54.338,-159.6921,27.4
2020-12-30 16:56:06.882,"109 km SE of Sand Point, Alaska",2.2,54.6124,-159.3502,31.3
2020-12-30 16:48:27.840,"2km SSW of Los Altos Hills, CA",2.06,37.3578333,-122.143,5.19
2020-12-30 16:45:25.748,"33 km NNW of Susitna, Alaska",1.3,61.8126,-150.8119,58.6
2020-12-30 16:44:06.250,Fiji region,4.6,-21.8109,-179.3291,593.04
2020-12-30 16:38:55.842,"48 km ENE of Chenega, Alaska",1.6,60.1857,-147.1798,6.6
2020-12-30 16:24:52.733,"80 km SSE of Sand Point, Alaska",2.8,54.7109,-159.8805,28.36
2020-12-30 16:23:02.570,"7 km SW of Circleville, Utah",2.09,38.1195,-112.326,0.64
2020-12-30 16:16:08.780,"22 km SW of Radersburg, Montana",1.53,46.066,-111.8501667,4.54
2020-12-30 16:14:36.100,"6 km SW of Circleville, Utah",2.23,38.14,-112.3261667,5.58
2020-12-30 16:08:42.890,"80 km SE of Sand Point, Alaska",3.1,54.7491,-159.7678,27.58
2020-12-30 16:00:19.308,"69 km S of Shungnak, Alaska",1.2,66.266,-157.1633,6.4
2020-12-30 15:56:17.270,"4 km SW of Fuig, Puerto Rico",3.36,17.9658,-66.9471,7.0
2020-12-30 15:54:52.469,"31 km SE of Mina, Nevada",1.0,38.1679,-117.8893,9.7
2020-12-30 15:48:31.700,"18km ESE of Julian, CA",1.26,32.9918333,-116.4428333,8.29
2020-12-30 15:47:30.700,"31 km SE of Mina, Nevada",1.0,38.1622,-117.8951,11.7
2020-12-30 15:45:41.190,"34 km SE of Mina, Nevada",1.3,38.1778,-117.8198,9.8
2020-12-30 15:44:19.377,"97 km SE of Sand Point, Alaska",2.1,54.631,-159.5851,28.1
2020-12-30 15:41:03.350,"10km NE of Ridgecrest, CA",1.02,35.6845,-117.5898333,3.95
2020-12-30 15:26:53.680,"13 km S of Greenwater, Washington",1.1500000000000001,47.038,-121.65583333333333,14.87
2020-12-30 15:16:21.565,"83 km SSE of Nikolski, Alaska",2.7,52.2894,-168.243,10.0
2020-12-30 15:11:50.100,"21km E of Little Lake, CA",1.32,35.9168333,-117.6706667,2.48
2020-12-30 14:58:56.130,"7km WSW of Holtville, CA",2.56,32.7845,-115.4491667,13.68
2020-12-30 14:45:50.987,"66 km S of Atka, Alaska",3.0,51.6049,-174.3611,20.28
2020-12-30 14:41:38.960,"38 km WSW of Salamatof, Alaska",1.9,60.5198,-151.9912,80.8
2020-12-30 14:35:38.740,"1 km NE of P?hala, Hawaii",1.86,19.2125,-155.468833333333,35.76
2020-12-30 14:34:12.920,"10km W of Toms Place, CA",1.0,37.564,-118.7956667,5.76
2020-12-30 14:25:17.627,Nevada,2.2,38.1586,-117.8584,7.9
2020-12-30 14:24:24.089,"65 km NNW of Dededo Village, Guam",3.9,14.0581,144.5944,191.46
2020-12-30 14:18:32.210,"5km WNW of Cobb, CA",1.41,38.8345,-122.7825,1.94
2020-12-30 14:13:17.780,"27km SSW of Mammoth Lakes, CA",1.01,37.4011667,-119.0543333,14.2
2020-12-30 14:04:00.862,"87 km SSE of Sand Point, Alaska",4.2,54.6708,-159.7624,29.46
2020-12-30 13:40:12.861,"14 km NE of Agios Kirykos, Greece",4.4,37.7069,26.4086,10.0
2020-12-30 13:37:00.597,"36 km WSW of Petersville, Alaska",1.5,62.3849,-151.4215,85.7
2020-12-30 13:34:10.915,"67 km N of Lake Minchumina, Alaska",1.2,64.4776,-152.565,11.9
2020-12-30 13:21:41.978,"18 km SW of Susitna North, Alaska",1.9,62.0228,-150.0592,46.2
2020-12-30 13:17:43.831,"37 km NNE of Whittier, Alaska",1.1,61.0716,-148.3535,0.0
2020-12-30 13:08:08.410,"16km ESE of Anza, CA",1.29,33.4911667,-116.5156667,12.07
2020-12-30 13:02:35.510,"8km NW of The Geysers, CA",1.04,38.8330002,-122.8190002,1.56
2020-12-30 13:02:12.134,"64 km S of Sand Point, Alaska",1.8,54.77,-160.6738,21.1
2020-12-30 12:58:22.540,"7km NE of Lake Arrowhead, CA",1.2,34.2856667,-117.1241667,1.58
2020-12-30 12:57:44.863,"120 km WSW of Adak, Alaska",2.7,51.6169,-178.3326,21.17
2020-12-30 12:52:19.992,"39 km WNW of Petersville, Alaska",1.1,62.6344,-151.4638,20.2
2020-12-30 12:21:21.339,"39 km WSW of Cantwell, Alaska",2.1,63.3001,-149.7034,94.8
2020-12-30 12:18:28.174,"22 km ENE of Minto, Alaska",1.2,65.2463,-148.93,4.9
2020-12-30 12:12:11.100,"101 km ENE of Atka, Alaska",3.4,52.6434,-172.9056,186.24
2020-12-30 12:10:27.758,"10 km NW of Upper Hutt, New Zealand",4.4,-41.0704,174.9611,30.83
2020-12-30 12:03:16.683,"90 km WNW of La Ligua, Chile",4.4,-32.0154,-72.0394,10.0
2020-12-30 11:55:35.580,"3 km SW of Guánica, Puerto Rico",2.91,17.9468,-66.9256,16.0
2020-12-30 11:55:05.570,"4 km N of Ooltewah, Tennessee",2.25,35.1181667,-85.0556667,19.52
2020-12-30 11:53:59.300,"33 km SE of Mina, Nevada",1.6,38.1953,-117.8152,6.1
2020-12-30 11:45:56.414,"5 km WNW of Lake Minchumina, Alaska",1.2,63.9034,-152.4145,9.3
2020-12-30 11:25:03.394,"25 km S of Mina, Nevada",2.3,38.1634,-118.0865,4.5
2020-12-30 11:23:02.144,"90 km SSE of Sand Point, Alaska",2.0,54.6245,-159.8241,14.8
2020-12-30 11:14:03.575,"37 km NW of Mosquito Lake, Alaska",1.7,59.7908,-136.5078,9.7
2020-12-30 11:10:50.412,"44 km S of Tatitlek, Alaska",1.4,60.4647,-146.7291,15.8
2020-12-30 11:04:44.286,"3 km NE of Eastborough, Kansas",3.7,37.708,-97.2403,5.0
2020-12-30 11:03:09.490,"187 km N of Baukau, Timor Leste",4.5,-6.7969,126.6763,422.97
2020-12-30 10:59:47.590,"8km NE of Imperial, CA",1.42,32.8968333,-115.5038333,9.67
2020-12-30 10:53:18.703,"5 km SSE of Kukuihaele, Hawaii",2.6,20.0808,-155.5479,47.52
2020-12-30 10:51:42.240,"2 km W of Tallaboa, Puerto Rico",2.74,17.9926,-66.7395,13.0
2020-12-30 10:50:04.676,Southern Alaska,1.1,61.0605,-148.2519,0.0
2020-12-30 10:43:40.470,"31 km SE of Mina, Nevada",1.0,38.1695,-117.8898,12.9
2020-12-30 10:42:34.213,"210 km SSE of ‘Ohonua, Tonga",4.4,-23.0191,-174.0027,10.0
2020-12-30 10:42:22.100,"12 km E of P?hala, Hawaii",2.13000011,19.219165802002,-155.362503051758,34.1800003051758
2020-12-30 10:41:39.179,"80 km N of Yakutat, Alaska",1.5,60.2719,-139.6682,9.7
2020-12-30 10:38:52.640,"38km SSW of Qualeys Camp, NV",1.44,37.9903333,-118.671,6.91
2020-12-30 10:38:16.868,"107 km SSE of Sand Point, Alaska",2.2,54.4886,-159.7104,25.7
2020-12-30 10:24:42.386,"33 km NE of Paxson, Alaska",1.0,63.2906,-145.1083,8.0
2020-12-30 10:17:04.235,"56 km E of Pedro Bay, Alaska",1.7,59.8085,-153.0998,102.3
2020-12-30 10:13:13.390,"7km WNW of The Geysers, CA",1.28,38.813,-122.8263333,2.14
2020-12-30 10:06:31.580,"4km SW of Redlands, CA",1.13,34.0228333,-117.2093333,9.79
2020-12-30 09:47:00.153,"85 km SE of King Cove, Alaska",1.9,54.4235,-161.5711,25.4
2020-12-30 09:33:21.780,"10 km WSW of Port Angeles, Washington",1.88,48.0685,-123.556833333333,38.65
2020-12-30 09:19:40.539,"10 km NE of Quinlan, Oklahoma",1.21,36.531,-98.97966667,7.68
2020-12-30 09:18:03.633,"233 km S of Sand Point, Alaska",2.6,53.25,-160.1833,10.0
2020-12-30 09:16:49.280,"3 km S of P?hala, Hawaii",2.24,19.1744995117188,-155.480834960938,31.0499992370605
2020-12-30 09:10:44.770,"7km WNW of The Geysers, CA",1.0,38.8121681,-122.8281631,1.73
2020-12-30 08:58:49.190,"4 km E of Big Lake, Alaska",1.2,61.5265,-149.8625,43.2
2020-12-30 08:51:43.743,"55 km SE of Sand Point, Alaska",2.3,54.9732,-159.8974,27.1
2020-12-30 08:49:17.527,"26 km E of Susitna North, Alaska",1.3,62.1992,-149.3482,51.8
2020-12-30 08:48:44.860,"14km WSW of Searles Valley, CA",1.31,35.7146667,-117.5483333,1.89
2020-12-30 08:45:29.900,"9km NNW of Pinnacles, CA",2.36,36.6018333,-121.2015,5.16
2020-12-30 08:44:48.960,"10km NW of Pinnacles, CA",2.64,36.603,-121.2063333,6.18
2020-12-30 08:40:44.200,"24km ENE of Thermal, CA",1.59,33.7573333,-115.9173333,3.43
2020-12-30 08:38:17.940,"1km NW of The Geysers, CA",1.29,38.787,-122.767,1.81
2020-12-30 08:30:22.090,"10km NW of Pinnacles, CA",3.1,36.605,-121.2088333,5.98
2020-12-30 08:27:45.786,"75 km E of Adak, Alaska",1.9,51.7707,-175.5521,60.0
2020-12-30 08:13:06.199,"14 km SE of Sullana, Peru",4.0,-4.9994,-80.6013,80.95
2020-12-30 08:12:05.861,"59 km W of Kaltag, Alaska",1.1,64.4056,-159.9479,15.0
2020-12-30 08:04:11.404,"15 km WSW of Hope, Alaska",1.8,60.8862,-149.9204,31.1
2020-12-30 07:45:34.760,"22km ESE of Little Lake, CA",1.03,35.8838333,-117.6775,6.42
2020-12-30 07:45:14.010,"8 km WSW of Anchorage, Alaska",1.4,61.184,-150.0356,14.1
2020-12-30 07:40:33.230,"6 km SSE of Maria Antonia, Puerto Rico",2.13,17.9238,-66.8715,17.0
2020-12-30 07:26:14.384,"88 km SSE of Sand Point, Alaska",2.1,54.6405,-159.8163,17.4
2020-12-30 07:07:49.982,"14 km WNW of Willow, Alaska",1.4,61.8106,-150.2731,44.9
2020-12-30 07:05:35.353,"45 km SE of Denali National Park, Alaska",1.7,63.2528,-151.0718,6.6
2020-12-30 07:04:54.679,"60 km S of Shungnak, Alaska",1.3,66.349,-157.2389,6.2
2020-12-30 07:03:08.340,"10 km SSE of Maria Antonia, Puerto Rico",2.68,17.8918,-66.8586,13.0
2020-12-30 06:58:05.701,"108 km SSE of Sand Point, Alaska",3.5,54.464,-159.7406,10.0
2020-12-30 06:53:29.250,"0 km NW of Yauco, Puerto Rico",1.3,18.0408,-66.854,20.0
2020-12-30 06:51:33.276,"147 km SSE of Sand Point, Alaska",2.4,54.0585,-159.9038,21.0
2020-12-30 06:43:43.100,"7 km WSW of Tellico Village, Tennessee",1.63,35.648,-84.3216667,17.53
2020-12-30 06:35:21.460,"31 km SE of Mina, Nevada",1.3,38.2225,-117.8208,11.0
2020-12-30 06:34:27.975,"112 km SSW of Sand Point, Alaska",2.8,54.364,-160.9697,32.1
2020-12-30 06:28:47.267,"65 km ESE of Denali National Park, Alaska",1.6,63.2455,-150.5888,122.8
2020-12-30 06:28:10.529,"6 km WSW of Custer City, Oklahoma",1.55,35.651,-98.95166667,7.0
2020-12-30 06:26:13.368,"61 km SW of Denali National Park, Alaska",1.1,63.1682,-152.6348,15.6
2020-12-30 06:26:10.949,"2 km N of Quinton, Oklahoma",1.51,35.14233333,-95.367,7.3
2020-12-30 06:23:51.700,"89 km NW of San Antonio, Puerto Rico",3.15,19.0696,-67.6918,26.0
2020-12-30 06:19:14.610,"5 km S of Indios, Puerto Rico",2.44,17.9425,-66.8115,10.0
2020-12-30 06:18:09.484,"293 km E of Levuka, Fiji",4.5,-18.1104,-177.909,630.19
2020-12-30 06:14:38.210,"4 km S of P?hala, Hawaii",2.16000009,19.1666660308838,-155.472503662109,33.4900016784668
2020-12-30 06:09:52.514,"72 km WNW of Tyonek, Alaska",1.7,61.2792,-152.411,130.2
2020-12-30 05:57:50.050,"14km SE of Pinnacles, CA",1.12,36.4556667,-121.0195,2.7
2020-12-30 05:33:44.219,"32 km WNW of Valdez, Alaska",1.6,61.2099,-146.9336,0.0
2020-12-30 05:33:43.546,"7 km NNW of Shingli Bala, Pakistan",5.0,34.741,72.9466,10.0
2020-12-30 05:32:40.494,"14 km WSW of Cantwell, Alaska",1.4,63.3662,-149.2315,91.9
2020-12-30 05:28:59.110,"19km WSW of Delta, B.C., MX",2.02,32.3028333,-115.3885,5.95
2020-12-30 05:26:42.121,"7 km SSW of Lekenik, Croatia",4.3,45.5266,16.16,10.0
2020-12-30 05:17:57.877,"50 km NNW of Petersville, Alaska",1.7,62.8929,-151.2468,106.0
2020-12-30 05:16:33.450,"52 km WSW of Cantwell, Alaska",1.4,63.2472,-149.9394,102.7
2020-12-30 05:16:00.890,"6 km S of Indios, Puerto Rico",1.99,17.9393,-66.8126,10.0
2020-12-30 05:15:05.010,"8 km WNW of Petrinja, Croatia",4.4,45.454,16.1814,10.0
2020-12-30 05:04:10.990,"21km NNW of Tehachapi, CA",1.12,35.2955,-118.5653333,8.2
2020-12-30 04:58:15.762,"92 km SSE of Sand Point, Alaska",2.1,54.6379,-159.7118,23.3
2020-12-30 04:54:00.160,"61 km S of Shungnak, Alaska",1.0,66.339,-157.2555,12.6
2020-12-30 04:42:18.410,"4 km S of Indios, Puerto Rico",3.38,17.9495,-66.814,11.0
2020-12-30 04:41:26.258,"89 km SSE of Sand Point, Alaska",2.1,54.6538,-159.7486,20.4
2020-12-30 04:33:57.900,"23 km NW of Stanley, Idaho",1.88,44.3598333,-115.1628333,3.37
2020-12-30 04:31:48.476,"57 km WNW of Mosteiros, Portugal",4.6,38.1431,-26.3921,10.0
2020-12-30 04:29:44.049,"55 km SSW of Adak, Alaska",2.5,51.4014,-176.8986,35.0
2020-12-30 04:26:30.420,"3km S of Los Altos Hills, CA",2.8,37.3543333,-122.1411667,6.48
2020-12-30 04:25:11.140,"31 km SE of Mina, Nevada",1.8,38.1793,-117.8685,6.0
2020-12-30 04:16:22.673,"67 km NW of Yakutat, Alaska",1.9,59.9476,-140.625,11.5
2020-12-30 04:12:27.200,California-Nevada border region,1.7,38.1742,-118.0698,8.5
2020-12-30 04:10:59.603,"24 km WNW of Petersville, Alaska",1.5,62.5449,-151.2392,88.0
2020-12-30 04:10:07.130,"2km ENE of Rodeo, CA",1.37,38.0396667,-122.2471667,-0.05
2020-12-30 04:09:18.430,"6 km SE of Maria Antonia, Puerto Rico",2.41,17.9351,-66.845,16.0
2020-12-30 04:06:34.400,"3 km WNW of Enola, Arkansas",2.49,35.203,-92.237,6.5
2020-12-30 04:00:48.109,"1 km NNE of Quinton, Oklahoma",1.81,35.1355,-95.36733333,7.2
2020-12-30 03:59:29.550,"11km ESE of Redwood Valley, CA",1.36,39.2335,-123.0823333,7.8
2020-12-30 03:58:44.065,"42 km SSW of Tanana, Alaska",2.1,64.8055,-152.33,3.8
2020-12-30 03:58:14.050,south of the Fiji Islands,4.2,-23.3515,179.7337,433.78
2020-12-30 03:56:53.546,"55 km SSE of Akhiok, Alaska",2.6,56.5287,-153.6622,20.8
2020-12-30 03:53:04.436,"52 km S of Akutan, Alaska",2.8,53.6614,-165.7802,62.18
2020-12-30 03:42:46.938,"91 km SSE of Sand Point, Alaska",2.2,54.6326,-159.7475,22.0
2020-12-30 03:40:35.320,"5 km SSW of Indios, Puerto Rico",2.16,17.9448,-66.8426,14.0
2020-12-30 03:39:42.049,"23 km S of Akutan, Alaska",1.7,53.9219,-165.7929,79.0
2020-12-30 03:39:26.400,"15km SW of Searles Valley, CA",1.65,35.6908333,-117.5353333,10.26
2020-12-30 03:37:30.890,"3 km SSW of Indios, Puerto Rico",2.02,17.965,-66.836,14.0
2020-12-30 03:33:50.034,"92 km SSE of Sand Point, Alaska",2.1,54.6307,-159.734,19.9
2020-12-30 03:30:55.266,"88 km NNW of Karluk, Alaska",1.2,58.2989,-155.0422,1.6
2020-12-30 03:22:18.334,"90 km SE of Sand Point, Alaska",4.5,54.666,-159.6861,27.34
2020-12-30 03:22:18.197,"27 km SW of Petersville, Alaska",1.5,62.3202,-151.133,73.0
2020-12-30 03:20:36.572,"108 km SSE of Sand Point, Alaska",2.7,54.472,-159.7151,21.26
2020-12-30 03:17:52.301,"189 km S of Adak, Alaska",4.0,50.1709,-176.82,10.0
2020-12-30 03:07:12.873,"15 km E of Keeler, California",1.2,36.469,-117.6973,0.0
2020-12-30 03:06:19.945,"7 km NNE of Point MacKenzie, Alaska",1.9,61.419,-149.9332,39.0
2020-12-30 02:59:27.523,"60 km ENE of Susitna North, Alaska",1.3,62.3286,-148.7519,47.2
2020-12-30 02:50:09.490,"4 km SSW of Guánica, Puerto Rico",3.06,17.9331,-66.9313,6.0
2020-12-30 02:44:51.755,"73 km WSW of Atka, Alaska",2.1,51.9824,-175.2211,88.2
2020-12-30 02:39:08.635,"15 km E of Pedro Bay, Alaska",3.0,59.7852,-153.8354,152.6
2020-12-30 02:31:27.079,"54 km SSE of Sand Point, Alaska",1.9,54.8672,-160.2786,24.6
2020-12-30 02:30:24.913,"83 km SE of King Cove, Alaska",2.7,54.6412,-161.2409,31.46
2020-12-30 02:27:30.611,"82 km N of Chickaloon, Alaska",1.0,62.5392,-148.3445,49.5
2020-12-30 02:26:31.490,"9km WNW of Calipatria, CA",1.75,33.1458333,-115.609,6.13
2020-12-30 02:15:00.840,"7 km SE of Maria Antonia, Puerto Rico",1.88,17.924,-66.8498,13.0
2020-12-30 02:11:12.940,"4 km WNW of Enola, Arkansas",2.3,35.2076667,-92.2505,4.84
2020-12-30 02:02:33.270,"24 km WNW of Volcano, Hawaii",1.74000001,19.5084991455078,-155.457504272461,2.1800000667572
2020-12-30 02:02:05.622,"6 km NNE of Point MacKenzie, Alaska",2.5,61.411,-149.9184,41.2
2020-12-30 01:55:14.967,"105 km SSE of Sand Point, Alaska",2.2,54.5171,-159.686,19.6
2020-12-30 01:50:48.180,"6 km ESE of Marston, Missouri",1.87,36.491,-89.5511667,8.56
2020-12-30 01:46:35.730,"12 km NNE of West Yellowstone, Montana",1.37,44.7596667,-111.0155,11.0
